epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,290.775,1.26839,3.717,1.14886,0.00243,0.69675,0.20956,0.13311,1.1304,4.09979,1.05286,0.000545744,0.000545744,0.000545744
2,532.869,1.2139,2.74231,1.12461,0.40385,0.60031,0.38072,0.246,1.21071,2.99451,1.14695,0.000992371,0.000992371,0.000992371
